ticket_id,created_date,resolved_date,category,sub_category,priority,status,subject,description,resolution,product_service,department,satisfaction_rating,time_to_resolution_hours,text_length
TKT-18144,2023-11-28,2023-11-29 22:06:00,Network,DNS,Low,Closed,DNS lookup failures causing app timeouts,"our cisco ise instance keeps timing out and the logs show dns lookup failures for the database hostname. happening intermittently — works fine for an hour then fails for 10 minutes. i'm on a tight deadline so this is really blocking me. i've rebooted twice, no change. let me know if you need more info.",Secondary DNS server was intermittently unreachable due to a flapping network interface. Replaced the NIC and updated DNS failover configuration to reduce timeout from 30s to 5s.,Cisco ISE,Human Resources,3.0,46.1,303
TKT-18146,2024-08-19,2024-08-19 19:18:00,Hardware,Printer,Medium,Closed,Printer not printing — jobs stuck in queue,"hello support, sent several documents to the printer on the 2nd floor but nothing comes out. print queue shows jobs as 'printing' but they never actually print. other people having the same issue. not super urgent but it's getting annoying. i asked a coworker and they don't have this problem. happy to work around this short-term but it needs to be addressed.","Print spooler service had crashed on the print server. Cleared stuck print jobs, restarted the spooler service, and verified printing from multiple workstations. Queue now processing normally.",Lenovo ThinkPad X1,Legal,3.0,19.3,360
TKT-18147,2023-03-23,2023-03-23 18:42:00,Access/Permissions,Permission Request,High,Resolved,Remove access for departed employee,"good morning, ana petrov left the company last friday. please disable their account and remove all access immediately. they had access to okta and the executive shared drive. it was working fine until last friday. i already tried restarting my computer. this is blocking my work completely — i can't proceed without this fixed.","Disabled AD account, revoked all application access, removed from all security groups, and forwarded email to manager for 30 days. Followed offboarding checklist. All access confirmed removed.",Okta,Finance,4.0,18.7,327
TKT-18148,2025-01-14,2025-01-15 11:54:00,Hardware,Peripheral,Medium,Resolved,Webcam poor quality in calls,"hello support, my built-in webcam makes me look like a pixelated blob in video calls. people keep asking me to turn my camera off because it's distracting. can i get an external webcam? happy to work around this short-term but it needs to be addressed. cheers.","Deployed Logitech C920 external webcam to user. Installed drivers, configured as default video device in Teams/Zoom. Video quality confirmed as significantly improved in test call.",Lenovo ThinkPad X1,Marketing,5.0,35.9,260
TKT-18149,2023-06-22,2023-06-22 20:42:00,Software,License,Medium,Closed,License key not accepted,"i'm entering the license key for power bi exactly as provided but it keeps saying 'invalid license key.' triple-checked the key for typos. copied and pasted it directly. i've rebooted twice, no change. not blocking me completely but i'd like this fixed today if possible. please advise.",License key was for a different product edition than what was installed. Provided correct key matching the installed edition. Activation successful.,Power BI,Legal,3.0,20.7,286
TKT-18150,2025-07-11,2025-07-12 20:36:00,Software,Crash,Medium,Closed,Browser crashing repeatedly,"hello, chrome keeps crashing multiple times a day. sometimes individual tabs crash, sometimes the whole browser goes down. losing work in web apps when it happens. i cleared my browser cache but it didn't help. this is affecting my productivity but not a total blocker. please advise.","Found 3 conflicting browser extensions causing memory leaks. Disabled problematic extensions, cleared browser cache (was 4.2GB), and updated Chrome to latest version. Stable since fix.",Workday,Procurement,3.0,44.6,284
TKT-18151,2024-12-04,2024-12-10 07:48:00,Access/Permissions,Password Reset,Low,Closed,Need to reset password for shared account,"the shared account for the legal reception desk needs a password reset. no one remembers the current password and we have a new receptionist starting today. this is a minor inconvenience, not urgent at all.",Reset shared account password and communicated new credentials securely to department manager. Also enabled shared mailbox access to reduce reliance on shared login credentials.,CyberArk,Research,4.0,151.8,206
TKT-18152,2024-02-23,2024-02-23 19:12:00,Software,Installation,Low,Closed,Need bulk software deployment for new team,"hey team, we have 12 new team members starting in executive next week. they all need power bi and our standard dev tools installed before day one. i'm working remotely today if that matters. this can wait — just wanted to log it so it doesn't get forgotten. please advise.",Created deployment package in SCCM with all required software. Staged installations on 12 machines overnight. All installations verified successful. Machines ready for new hires.,Power BI,IT,4.0,19.2,272
TKT-18153,2024-08-18,2024-08-19 17:06:00,Hardware,Desktop,Medium,Closed,Desktop making loud grinding noise,"my desktop pc started making a loud grinding noise yesterday. it's coming from inside the case, sounds like something is hitting a fan blade. not blocking me completely but i'd like this fixed today if possible.",Opened case and found a loose cable had dropped into the CPU fan. Rerouted cables and zip-tied them away from fans. Also cleaned significant dust buildup while the case was open. Noise eliminated.,Dell OptiPlex 7010,Customer Support,1.0,41.1,211
TKT-18154,2025-03-19,2025-03-24 23:48:00,Network,DNS,Low,Resolved,New subdomain not resolving,we set up a new internal service at reporting.internal.company.com but nobody can reach it. dns doesn't seem to know about it. the server is running and reachable by ip. not super urgent but it's getting annoying. i already tried restarting my computer. not urgent. please address when convenient. regards.,"DNS A record had not been added for the new subdomain. Created the record pointing to the correct IP, waited for propagation, and confirmed resolution from multiple clients.",Juniper SRX,Executive,4.0,143.8,306
TKT-18156,2024-11-08,2024-11-08 01:30:00,Database,Access,Critical,Closed,Database login failing with authentication error,i can't connect to the database anymore — getting 'login failed for user' error. my password hasn't changed and i was able to connect yesterday. it's been like this since monday. i already tried restarting my computer. the entire team is blocked and cannot work. this is a p1 emergency. please advise.,User's database account had expired per the 90-day rotation policy. Reset database password and reminded user of the rotation schedule. Also set up a reminder notification 7 days before next expiration.,MongoDB,Engineering,5.0,1.5,301
TKT-18158,2023-01-31,2023-02-01 12:54:00,Cloud/Infrastructure,Storage,Medium,Closed,S3 bucket permissions need updating,the jenkins s3 bucket needs its permissions updated — we need the etl service role to have read/write access but currently it only has read. i'm on a tight deadline so this is really blocking me. restarting the application didn't fix it. this is affecting my productivity but not a total blocker. cheers.,Updated IAM policy for ETL service role to include s3:PutObject and s3:DeleteObject permissions on the specified bucket. Applied principle of least privilege — access limited to the /data/ prefix only. Tested and confirmed write access works.,Jenkins,Executive,2.0,36.9,304
